,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
43,"frozenset({'ArtBks', 'YouthBks'})",frozenset({'CookBks'}),0.101,0.431,0.081,0.8019801980198019,1.8607429188394475,0.037469,2.8734499999999987
44,"frozenset({'YouthBks', 'GeogBks'})",frozenset({'CookBks'}),0.1205,0.431,0.097,0.8049792531120332,1.867701283322583,0.04506450000000001,2.9176382978723407
45,"frozenset({'YouthBks', 'ItalCook'})",frozenset({'CookBks'}),0.059,0.431,0.059,1.0,2.320185614849188,0.033571000000000004,inf
46,"frozenset({'YouthBks', 'RefBks'})",frozenset({'DoItYBks'}),0.0965,0.282,0.058,0.6010362694300518,2.1313342887590494,0.030787000000000005,1.7996623376623377
47,"frozenset({'ArtBks', 'YouthBks'})",frozenset({'GeogBks'}),0.101,0.276,0.065,0.6435643564356436,2.331754914621897,0.037124,2.031222222222222
48,"frozenset({'DoItYBks', 'RefBks'})",frozenset({'CookBks'}),0.1055,0.431,0.0845,0.8009478672985783,1.8583477199502976,0.03902950000000001,2.8585476190476196
49,"frozenset({'ArtBks', 'DoItYBks'})",frozenset({'CookBks'}),0.1235,0.431,0.1015,0.8218623481781377,1.90687319762909,0.04827150000000001,3.1941590909090922
50,"frozenset({'ArtBks', 'CookBks'})",frozenset({'DoItYBks'}),0.167,0.282,0.1015,0.6077844311377245,2.155263940204697,0.05440600000000001,1.830625954198473
51,"frozenset({'GeogBks', 'DoItYBks'})",frozenset({'CookBks'}),0.1325,0.431,0.1085,0.8188679245283018,1.8999255789519764,0.051392499999999994,3.141354166666665
52,"frozenset({'DoItYBks', 'ItalCook'})",frozenset({'CookBks'}),0.0585,0.431,0.0585,1.0,2.320185614849188,0.033286500000000004,inf
53,"frozenset({'ArtBks', 'RefBks'})",frozenset({'CookBks'}),0.0895,0.431,0.07,0.782122905027933,1.8146703132898678,0.03142550000000001,2.611564102564103
54,"frozenset({'GeogBks', 'RefBks'})",frozenset({'CookBks'}),0.1105,0.431,0.089,0.8054298642533936,1.868746784810658,0.041374499999999995,2.9243953488372076
55,"frozenset({'ArtBks', 'GeogBks'})",frozenset({'CookBks'}),0.1275,0.431,0.1035,0.8117647058823528,1.883444793230517,0.04854749999999999,3.022812499999998
56,"frozenset({'ArtBks', 'CookBks'})",frozenset({'GeogBks'}),0.167,0.276,0.1035,0.6197604790419161,2.2455089820359277,0.05740799999999999,1.904062992125984
57,"frozenset({'ArtBks', 'ItalCook'})",frozenset({'CookBks'}),0.0565,0.431,0.0565,1.0,2.320185614849188,0.032148499999999997,inf
58,"frozenset({'GeogBks', 'ItalCook'})",frozenset({'CookBks'}),0.064,0.431,0.064,1.0,2.320185614849188,0.036416000000000004,inf
59,"frozenset({'ArtBks', 'RefBks'})",frozenset({'GeogBks'}),0.0895,0.276,0.0565,0.6312849162011174,2.287264189134483,0.031798,1.9635757575757578
60,"frozenset({'YouthBks', 'ChildBks', 'CookBks'})",frozenset({'DoItYBks'}),0.129,0.282,0.082,0.6356589147286822,2.254109626697455,0.045622,1.9706808510638298
61,"frozenset({'ChildBks', 'DoItYBks', 'YouthBks'})",frozenset({'CookBks'}),0.095,0.431,0.082,0.8631578947368421,2.0026865307119306,0.041055,4.158076923076924
62,"frozenset({'YouthBks', 'DoItYBks', 'CookBks'})",frozenset({'ChildBks'}),0.095,0.423,0.082,0.8631578947368421,2.040562398905064,0.041815000000000005,4.216538461538462
63,"frozenset({'YouthBks', 'DoItYBks'})","frozenset({'ChildBks', 'CookBks'})",0.1155,0.256,0.082,0.70995670995671,2.7732683982683985,0.052432000000000006,2.5651343283582095
64,"frozenset({'YouthBks', 'ChildBks', 'RefBks'})",frozenset({'CookBks'}),0.083,0.431,0.068,0.8192771084337349,1.9008749615631901,0.032227000000000006,3.148466666666666
65,"frozenset({'YouthBks', 'RefBks', 'CookBks'})",frozenset({'ChildBks'}),0.0775,0.423,0.068,0.8774193548387097,2.074277434606879,0.035217500000000006,4.707105263157895
66,"frozenset({'YouthBks', 'RefBks'})","frozenset({'ChildBks', 'CookBks'})",0.0965,0.256,0.068,0.7046632124352332,2.7525906735751295,0.043296,2.5191578947368427
67,"frozenset({'ArtBks', 'ChildBks', 'YouthBks'})",frozenset({'CookBks'}),0.0805,0.431,0.067,0.8322981366459627,1.9310861639117465,0.03230450000000001,3.392925925925926
68,"frozenset({'ArtBks', 'YouthBks', 'CookBks'})",frozenset({'ChildBks'}),0.081,0.423,0.067,0.8271604938271605,1.9554621603478972,0.032737,3.338357142857143
69,"frozenset({'ArtBks', 'YouthBks'})","frozenset({'ChildBks', 'CookBks'})",0.101,0.256,0.067,0.6633663366336634,2.5912747524752477,0.041144,2.2101176470588237
70,"frozenset({'YouthBks', 'ChildBks', 'CookBks'})",frozenset({'GeogBks'}),0.129,0.276,0.083,0.6434108527131783,2.331198741714414,0.047396,2.0303478260869565
71,"frozenset({'ChildBks', 'GeogBks', 'YouthBks'})",frozenset({'CookBks'}),0.099,0.431,0.083,0.8383838383838383,1.945206121540228,0.040331000000000006,3.520687499999999
72,"frozenset({'YouthBks', 'GeogBks', 'CookBks'})",frozenset({'ChildBks'}),0.097,0.423,0.083,0.8556701030927836,2.0228607638127274,0.041969000000000006,3.997785714285716
73,"frozenset({'GeogBks', 'YouthBks'})","frozenset({'ChildBks', 'CookBks'})",0.1205,0.256,0.083,0.6887966804979254,2.690612033195021,0.052152000000000004,2.390720000000001
74,"frozenset({'YouthBks', 'ChildBks', 'RefBks'})",frozenset({'DoItYBks'}),0.083,0.282,0.053,0.6385542168674698,2.264376655558404,0.029594,1.9864666666666664
75,"frozenset({'YouthBks', 'DoItYBks', 'RefBks'})",frozenset({'ChildBks'}),0.058,0.423,0.053,0.9137931034482758,2.160267384038477,0.028465999999999998,6.693199999999995
76,"frozenset({'ArtBks', 'ChildBks', 'YouthBks'})",frozenset({'DoItYBks'}),0.0805,0.282,0.051,0.6335403726708074,2.2465970662085373,0.028298999999999998,1.9592881355932201
77,"frozenset({'ArtBks', 'YouthBks', 'DoItYBks'})",frozenset({'ChildBks'}),0.06,0.423,0.051,0.85,2.0094562647754137,0.025619999999999997,3.846666666666666
78,"frozenset({'GeogBks', 'DoItYBks', 'YouthBks'})",frozenset({'ChildBks'}),0.068,0.423,0.0565,0.8308823529411764,1.9642608816576275,0.027736,3.4118260869565202
79,"frozenset({'YouthBks', 'ChildBks', 'RefBks'})",frozenset({'GeogBks'}),0.083,0.276,0.0515,0.6204819277108433,2.2481229264885627,0.028591999999999992,1.9076825396825394
80,"frozenset({'YouthBks', 'GeogBks', 'RefBks'})",frozenset({'ChildBks'}),0.057,0.423,0.0515,0.9035087719298245,2.135954543569325,0.027388999999999997,5.979818181818176
81,"frozenset({'ArtBks', 'ChildBks', 'YouthBks'})",frozenset({'GeogBks'}),0.0805,0.276,0.055,0.6832298136645962,2.475470339364479,0.032782,2.28556862745098
82,"frozenset({'ArtBks', 'GeogBks', 'YouthBks'})",frozenset({'ChildBks'}),0.065,0.423,0.055,0.8461538461538461,2.000363702491362,0.027505,3.7504999999999997
83,"frozenset({'ChildBks', 'DoItYBks', 'RefBks'})",frozenset({'CookBks'}),0.09,0.431,0.0745,0.8277777777777777,1.9205980922918278,0.03571,3.303870967741934
84,"frozenset({'ChildBks', 'CookBks', 'RefBks'})",frozenset({'DoItYBks'}),0.1225,0.282,0.0745,0.6081632653061224,2.1566073237805763,0.039955,1.832395833333333
85,"frozenset({'CookBks', 'DoItYBks', 'RefBks'})",frozenset({'ChildBks'}),0.0845,0.423,0.0745,0.8816568047337278,2.084295046651839,0.03875649999999999,4.875649999999998
86,"frozenset({'DoItYBks', 'RefBks'})","frozenset({'ChildBks', 'CookBks'})",0.1055,0.256,0.0745,0.7061611374407583,2.758441943127962,0.04749199999999999,2.5319999999999996
87,"frozenset({'ArtBks', 'ChildBks', 'DoItYBks'})",frozenset({'CookBks'}),0.095,0.431,0.082,0.8631578947368421,2.0026865307119306,0.041055,4.158076923076924
88,"frozenset({'ArtBks', 'ChildBks', 'CookBks'})",frozenset({'DoItYBks'}),0.1265,0.282,0.082,0.6482213438735178,2.2986572477784324,0.04632700000000001,2.041056179775281
89,"frozenset({'ArtBks', 'DoItYBks', 'CookBks'})",frozenset({'ChildBks'}),0.1015,0.423,0.082,0.8078817733990148,1.9098859891229665,0.0390655,3.0033589743589744
90,"frozenset({'ArtBks', 'DoItYBks'})","frozenset({'ChildBks', 'CookBks'})",0.1235,0.256,0.082,0.6639676113360324,2.5936234817813766,0.050384000000000005,2.214072289156627
91,"frozenset({'ChildBks', 'GeogBks', 'DoItYBks'})",frozenset({'CookBks'}),0.1045,0.431,0.089,0.8516746411483254,1.9760432509241888,0.0439605,3.8361612903225804
92,"frozenset({'ChildBks', 'DoItYBks', 'CookBks'})",frozenset({'GeogBks'}),0.146,0.276,0.089,0.6095890410958904,2.208655945999603,0.048704,1.854456140350877
93,"frozenset({'GeogBks', 'DoItYBks', 'CookBks'})",frozenset({'ChildBks'}),0.1085,0.423,0.089,0.8202764976958525,1.9391879378152543,0.0431045,3.2104871794871794
94,"frozenset({'GeogBks', 'DoItYBks'})","frozenset({'ChildBks', 'CookBks'})",0.1325,0.256,0.089,0.6716981132075471,2.6238207547169807,0.05507999999999999,2.266206896551724
95,"frozenset({'ArtBks', 'ChildBks', 'RefBks'})",frozenset({'CookBks'}),0.076,0.431,0.061,0.8026315789473685,1.8622542434973748,0.028244,2.882933333333334
96,"frozenset({'ArtBks', 'CookBks', 'RefBks'})",frozenset({'ChildBks'}),0.07,0.423,0.061,0.8714285714285713,2.060114826072273,0.03139,4.487777777777774
97,"frozenset({'ArtBks', 'RefBks'})","frozenset({'ChildBks', 'CookBks'})",0.0895,0.256,0.061,0.6815642458100559,2.662360335195531,0.038088,2.336421052631579
98,"frozenset({'ChildBks', 'GeogBks', 'RefBks'})",frozenset({'CookBks'}),0.094,0.431,0.0785,0.8351063829787234,1.9376018166559708,0.037986,3.4507096774193546
99,"frozenset({'ChildBks', 'CookBks', 'RefBks'})",frozenset({'GeogBks'}),0.1225,0.276,0.0785,0.6408163265306123,2.3217982845312037,0.04469,2.015681818181818
100,"frozenset({'GeogBks', 'CookBks', 'RefBks'})",frozenset({'ChildBks'}),0.089,0.423,0.0785,0.8820224719101124,2.0851595080617313,0.040853,4.890761904761907
101,"frozenset({'GeogBks', 'RefBks'})","frozenset({'ChildBks', 'CookBks'})",0.1105,0.256,0.0785,0.7104072398190046,2.7750282805429864,0.050212,2.569125
102,"frozenset({'ArtBks', 'ChildBks', 'GeogBks'})",frozenset({'CookBks'}),0.102,0.431,0.0835,0.8186274509803922,1.8993676356853648,0.03953800000000001,3.1371891891891903
103,"frozenset({'ArtBks', 'ChildBks', 'CookBks'})",frozenset({'GeogBks'}),0.1265,0.276,0.0835,0.6600790513833993,2.3915907658818814,0.048586000000000004,2.1299069767441865
104,"frozenset({'ArtBks', 'GeogBks', 'CookBks'})",frozenset({'ChildBks'}),0.1035,0.423,0.0835,0.8067632850241547,1.9072418085677418,0.03971950000000001,2.985975000000002
105,"frozenset({'ArtBks', 'GeogBks'})","frozenset({'ChildBks', 'CookBks'})",0.1275,0.256,0.0835,0.6549019607843137,2.5582107843137254,0.05086,2.1559090909090908
106,"frozenset({'ChildBks', 'GeogBks', 'ItalCook'})",frozenset({'CookBks'}),0.0525,0.431,0.0525,1.0,2.320185614849188,0.0298725,inf
107,"frozenset({'ChildBks', 'ItalCook', 'CookBks'})",frozenset({'GeogBks'}),0.085,0.276,0.0525,0.6176470588235293,2.2378516624040916,0.029039999999999993,1.893538461538461
108,"frozenset({'GeogBks', 'ItalCook', 'CookBks'})",frozenset({'ChildBks'}),0.064,0.423,0.0525,0.8203125,1.93927304964539,0.025428,3.2111304347826084
109,"frozenset({'ChildBks', 'ItalCook'})","frozenset({'GeogBks', 'CookBks'})",0.085,0.1925,0.0525,0.6176470588235293,3.20855614973262,0.036137499999999996,2.1119230769230763
110,"frozenset({'GeogBks', 'ItalCook'})","frozenset({'ChildBks', 'CookBks'})",0.064,0.256,0.0525,0.8203125,3.204345703125,0.036115999999999995,4.140521739130435
111,"frozenset({'GeogBks', 'DoItYBks', 'RefBks'})",frozenset({'ChildBks'}),0.0585,0.423,0.0525,0.8974358974358974,2.121597866278717,0.027754499999999998,5.625749999999996
112,"frozenset({'ArtBks', 'ChildBks', 'DoItYBks'})",frozenset({'GeogBks'}),0.095,0.276,0.0595,0.6263157894736842,2.2692601067887104,0.03327999999999999,1.9374647887323941
113,"frozenset({'ArtBks', 'GeogBks', 'DoItYBks'})",frozenset({'ChildBks'}),0.073,0.423,0.0595,0.815068493150685,1.9268758703325886,0.028621,3.1200740740740747
114,"frozenset({'ArtBks', 'YouthBks', 'DoItYBks'})",frozenset({'CookBks'}),0.06,0.431,0.0525,0.875,2.0301624129930396,0.02664,4.552
115,"frozenset({'ArtBks', 'YouthBks', 'CookBks'})",frozenset({'DoItYBks'}),0.081,0.282,0.0525,0.6481481481481481,2.2983976884686106,0.029658,2.040631578947368
116,"frozenset({'YouthBks', 'GeogBks', 'DoItYBks'})",frozenset({'CookBks'}),0.068,0.431,0.06,0.8823529411764705,2.0472226013375185,0.030691999999999997,4.836499999999994
117,"frozenset({'YouthBks', 'GeogBks', 'CookBks'})",frozenset({'DoItYBks'}),0.097,0.282,0.06,0.6185567010309277,2.193463478833077,0.032645999999999994,1.8823243243243237
118,"frozenset({'YouthBks', 'DoItYBks', 'CookBks'})",frozenset({'GeogBks'}),0.095,0.276,0.06,0.631578947368421,2.2883295194508007,0.03377999999999999,1.9651428571428569
119,"frozenset({'ArtBks', 'YouthBks', 'GeogBks'})",frozenset({'CookBks'}),0.065,0.431,0.056,0.8615384615384615,1.9989291451008386,0.027985,4.109444444444442
120,"frozenset({'ArtBks', 'YouthBks', 'CookBks'})",frozenset({'GeogBks'}),0.081,0.276,0.056,0.691358024691358,2.504920379316514,0.033644,2.34576
121,"frozenset({'ArtBks', 'GeogBks', 'DoItYBks'})",frozenset({'CookBks'}),0.073,0.431,0.065,0.8904109589041097,2.065918698153387,0.033537000000000004,5.192125000000005
122,"frozenset({'ArtBks', 'GeogBks', 'CookBks'})",frozenset({'DoItYBks'}),0.1035,0.282,0.065,0.6280193236714976,2.2270188782677223,0.03581300000000001,1.9302077922077923
123,"frozenset({'ArtBks', 'DoItYBks', 'CookBks'})",frozenset({'GeogBks'}),0.1015,0.276,0.065,0.6403940886699507,2.3202684372099665,0.036986,2.0133150684931507
124,"frozenset({'ChildBks', 'YouthBks', 'GeogBks', 'CookBks'})",frozenset({'DoItYBks'}),0.083,0.282,0.051,0.6144578313253012,2.1789284798769546,0.027593999999999997,1.8623124999999998
125,"frozenset({'ChildBks', 'YouthBks', 'DoItYBks', 'CookBks'})",frozenset({'GeogBks'}),0.082,0.276,0.051,0.621951219512195,2.2534464475079528,0.028367999999999994,1.9150967741935478
126,"frozenset({'ChildBks', 'YouthBks', 'GeogBks', 'DoItYBks'})",frozenset({'CookBks'}),0.0565,0.431,0.051,0.9026548672566371,2.094326838182453,0.026648499999999995,5.845181818181815
127,"frozenset({'YouthBks', 'GeogBks', 'DoItYBks', 'CookBks'})",frozenset({'ChildBks'}),0.06,0.423,0.051,0.85,2.0094562647754137,0.025619999999999997,3.846666666666666
128,"frozenset({'YouthBks', 'GeogBks', 'DoItYBks'})","frozenset({'ChildBks', 'CookBks'})",0.068,0.256,0.051,0.7499999999999999,2.9296874999999996,0.033592,2.9759999999999986
129,"frozenset({'ArtBks', 'ChildBks', 'GeogBks', 'CookBks'})",frozenset({'DoItYBks'}),0.0835,0.282,0.0535,0.6407185628742514,2.272051641398055,0.029953,1.9984333333333328
130,"frozenset({'ArtBks', 'ChildBks', 'DoItYBks', 'CookBks'})",frozenset({'GeogBks'}),0.082,0.276,0.0535,0.6524390243902438,2.3639095086603037,0.030867999999999996,2.083087719298245
131,"frozenset({'ChildBks', 'GeogBks', 'DoItYBks', 'CookBks'})",frozenset({'ArtBks'}),0.089,0.241,0.0535,0.601123595505618,2.49428877803161,0.032050999999999996,1.9028450704225353
132,"frozenset({'ArtBks', 'ChildBks', 'GeogBks', 'DoItYBks'})",frozenset({'CookBks'}),0.0595,0.431,0.0535,0.8991596638655462,2.0862173175534715,0.027855500000000002,5.642583333333334
133,"frozenset({'ArtBks', 'GeogBks', 'DoItYBks', 'CookBks'})",frozenset({'ChildBks'}),0.065,0.423,0.0535,0.823076923076923,1.9458083287870522,0.026005,3.261304347826086
134,"frozenset({'ArtBks', 'GeogBks', 'DoItYBks'})","frozenset({'ChildBks', 'CookBks'})",0.073,0.256,0.0535,0.7328767123287672,2.8627996575342465,0.034811999999999996,2.7852307692307696
